Data_ID	Sequence_Name	RNA_Size	ORF_Size	Ficket_Score	Hexamer_Score	Coding_Probability	Coding_Label
945	TCONS_00039824 	1508	144	0.9556	-0.36537372916	0.002372375960949	no
946	TCONS_00042133 	8296	522	0.7497	-0.0578947646643	0.27216987019259	no
947	TCONS_00042134 	847	138	1.1338	-0.179607078092	0.013656181705792	no
948	TCONS_00042135 	1478	165	0.8377	-0.171812066816	0.00735438965664	no
949	TCONS_00042136 	702	96	0.8701	-0.170168656553	0.004105493121304	no
950	TCONS_00042137 	1084	168	0.6668	-0.00875291578472	0.013267413766031	no
951	TCONS_00042138 	862	99	0.7832	-0.479840931828	0.000415245113476	no
952	TCONS_00042140 	660	99	0.3673	-0.474485868134	0.000117925163776	no
953	TCONS_00042141 	2028	288	0.8064	0.0222522746158	0.081235523889013	no
954	TCONS_00042142 	837	327	0.9561	-0.148486649911	0.06987245021284	no
955	TCONS_00042143 	663	90	1.083	-0.423711570686	0.001415437702389	no
956	TCONS_00042144 	1822	180	0.827	-0.0254964923849	0.021219931914201	no
957	TCONS_00042145 	3074	339	0.563	0.0189182612104	0.06153979415455	no
958	TCONS_00042146 	1386	174	0.6854	-0.0857991288565	0.008899610271406	no
959	TCONS_00042147 	2350	276	0.638	-0.0127418474759	0.034385809446821	no
960	TCONS_00042148 	751	108	0.4864	-0.410223152518	0.000287194151958	no
961	TCONS_00042149 	1516	177	0.9063	-0.322482761314	0.003845874475885	no
962	TCONS_00042150 	1812	306	0.9168	-0.0506333994147	0.086882813767037	no
963	TCONS_00042151 	1127	195	0.967	-0.330038068436	0.005498107161749	no
964	TCONS_00042152 	2902	174	0.9223	0.055482157569	0.041977930347279	no
965	TCONS_00042153 	5777	372	0.7433	-0.0743880638167	0.070341904296074	no
966	TCONS_00042154 	5021	420	0.7315	0.0786795647479	0.2605640748641	no
967	TCONS_00042155 	2846	186	0.7603	-0.140204239076	0.008198336509409	no
968	TCONS_00042156 	2762	558	0.6593	-0.0165396462935	0.43305647495856	yes
969	TCONS_00042157 	1016	225	0.7673	-0.0845453133736	0.02036539996866	no
970	TCONS_00042158 	1136	342	0.7114	-0.190773705846	0.029521696761604	no
971	TCONS_00042159 	828	99	0.7036	-0.339828452191	0.000816361972757	no
972	TCONS_00042160 	1074	234	0.597	-0.0190362981957	0.02019114679853	no
973	TCONS_00042161 	2079	288	0.4877	-0.114195742201	0.012983532252891	no
974	TCONS_00042162 	2519	288	0.7668	0.0410988425904	0.079038891720838	no
975	TCONS_00042163 	1037	228	0.5585	-0.180692635315	0.005864072561023	no
976	TCONS_00042164 	407	63	0.8545	-0.19979273383	0.002294839006983	no
977	TCONS_00042165 	2713	450	0.5557	-0.0822815385405	0.10032286229193	no
978	TCONS_00035205 	2570	180	0.5289	-0.277509008287	0.001535597333138	no
979	TCONS_00035206 	2570	180	0.5289	-0.277509008287	0.001535597333138	no
980	TCONS_00035207 	597	165	0.8372	-0.145840771132	0.00917841320669	no
981	TCONS_00041006 	2869	459	0.6314	-0.00202415038132	0.20782791931448	no
982	TCONS_00035228 	209	48	0.8062	-0.0369526040375	0.00495909353679	no
983	TCONS_00042166 	4951	420	0.8753	0.0681166433129	0.34147748132421	no
984	TCONS_00042167 	1527	216	0.6832	-0.0401679882936	0.018470924458727	no
985	TCONS_00042168 	3205	249	0.5789	-0.0788783741702	0.013369722941385	no
986	TCONS_00042169 	908	135	1.0992	-0.212131639331	0.009570958405029	no
987	TCONS_00042170 	1287	198	0.6068	-0.217780117175	0.003812418558127	no
988	TCONS_00042171 	4008	267	0.4473	-0.177362913454	0.00538269275837	no
989	TCONS_00042172 	1874	231	0.6287	0.0459791573063	0.031241679202723	no
990	TCONS_00035269 	6083	285	0.4519	-0.168843188436	0.006182408021779	no
991	TCONS_00035270 	932	147	0.7906	-0.156004895409	0.005998946971976	no
992	TCONS_00035271 	1814	123	0.7508	-0.299793063237	0.001504795645975	no
993	TCONS_00035320 	6800	288	0.7816	-0.237071607157	0.010927133394084	no
994	TCONS_00042173 	3633	198	0.5983	-0.134893239417	0.005554550541142	no
995	TCONS_00042174 	2631	198	0.4763	-0.222100539373	0.002269717492868	no
996	TCONS_00042175 	4589	318	0.5952	-0.0397312726452	0.034567904366652	no
997	TCONS_00042176 	1395	198	1.0983	-0.0803605511954	0.042263276421311	no
998	TCONS_00042177 	4235	363	0.6542	-0.108838607475	0.043416345355855	no
999	TCONS_00042178 	1208	372	0.5024	-0.29207750518	0.011006456568438	no
1000	TCONS_00042179 	1950	105	0.9443	-0.0565278322153	0.011136299745206	no
1001	TCONS_00042180 	683	129	0.5498	-0.220962772373	0.00153895908088	no
1002	TCONS_00042181 	1649	387	0.4347	-0.122599438856	0.030574205297499	no
1003	TCONS_00042182 	3440	480	0.4654	-0.0992860003731	0.090345517590425	no
1004	TCONS_00042183 	1370	195	1.0235	0.0777256165339	0.087637075026046	no
1005	TCONS_00042184 	607	132	0.8391	-0.260470604348	0.003048839047523	no
1006	TCONS_00042185 	1443	213	0.4511	-0.13603004635	0.004667655153185	no
1007	TCONS_00042186 	877	387	0.61	-0.123936929218	0.053772590858429	no
1008	TCONS_00042187 	3163	261	0.6638	-0.123459558581	0.014823522415978	no
1009	TCONS_00042188 	3422	330	0.5172	-0.0892888858862	0.024095839631803	no
1010	TCONS_00042189 	1971	246	0.5567	-0.137742324532	0.008860881700794	no
1011	TCONS_00042190 	592	174	0.7547	-0.0766080349066	0.012295176897546	no
1012	TCONS_00042191 	1173	144	0.8729	-0.385975479798	0.001630871023546	no
1013	TCONS_00042192 	1287	417	0.5747	-0.163788983686	0.050101934851849	no
1014	TCONS_00042193 	5346	363	0.4512	-0.220771466817	0.010593782172346	no
1015	TCONS_00042194 	7360	270	0.5217	-0.177982209526	0.005705570453341	no
1016	TCONS_00042195 	9043	252	0.6086	-0.0769243317698	0.010802408036505	no
1017	TCONS_00042196 	1729	177	0.9349	-0.160460735663	0.012006450458517	no
1018	TCONS_00042197 	801	75	0.8089	-0.258556617121	0.001500827832924	no
1019	TCONS_00042198 	1559	192	0.73	-0.108256947154	0.010593676829778	no
1020	TCONS_00042199 	676	132	0.5616	-0.155600775734	0.002538539681317	no
1021	TCONS_00042200 	1024	207	0.6583	-0.142069932403	0.008238090365784	no
1022	TCONS_00042201 	1050	198	0.4988	-0.209675443313	0.002908799967938	no
1023	TCONS_00042202 	873	147	0.5175	-0.21935303912	0.001687375911481	no
1024	TCONS_00042203 	1459	168	0.45	-0.345678292476	0.000718543709645	no
1025	TCONS_00042204 	1236	303	0.4924	-0.14378734012	0.013410002126705	no
1026	TCONS_00042205 	1127	189	0.5813	-0.1492855891	0.005060834490454	no
1027	TCONS_00042206 	2082	132	0.6927	0.127853372679	0.02240977220615	no
1028	TCONS_00042207 	1220	300	0.7104	-0.124890253063	0.028748365186897	no
1029	TCONS_00042208 	784	138	0.5727	-0.0838160704695	0.004467354522963	no
1030	TCONS_00042209 	1172	165	0.6848	-0.129096431999	0.006151595800405	no
1031	TCONS_00042210 	1265	210	0.9813	-0.117717969627	0.026667516261934	no
1032	TCONS_00042211 	1968	246	0.458	-0.247176809385	0.003173718176159	no
1033	TCONS_00042212 	1041	120	0.7799	-0.250989190869	0.002307141813071	no
1034	TCONS_00042213 	1200	165	1.0165	-0.0024040204822	0.038869224994258	no
1035	TCONS_00042214 	974	84	0.9106	0.200246287953	0.04458805819702	no
1036	TCONS_00042215 	1247	180	0.7366	0.000160024223948	0.019625795999051	no
1037	TCONS_00042216 	1409	204	0.8415	-0.0980565146878	0.018337052589043	no
1038	TCONS_00042217 	1255	201	1.0894	-0.102335733116	0.037227403444099	no
1039	TCONS_00042218 	1404	198	0.6283	-0.309007533749	0.002221057730801	no
1040	TCONS_00042219 	6739	345	0.5847	-0.112757507261	0.024520447032669	no
1041	TCONS_00042220 	2871	234	0.7723	-0.135375297135	0.014649913775566	no
1042	TCONS_00042221 	628	168	0.7533	-0.167689411405	0.006311868521	no
1043	TCONS_00042222 	1321	168	0.8126	-0.123455782103	0.009730598853151	no
1044	TCONS_00042223 	2128	336	0.3491	-0.324432438471	0.003545336392746	no
1045	TCONS_00042224 	1048	120	0.5952	-0.334572367988	0.000744514670285	no
1046	TCONS_00042225 	1305	132	0.7782	-0.43761176477	0.00075109074665	no
1047	TCONS_00042226 	1822	147	0.6687	-0.280798582533	0.001707285837207	no
1048	TCONS_00042227 	2113	144	0.4489	-0.282173703059	0.000807365792226	no
1049	TCONS_00042228 	3929	225	0.9554	-0.0195980514389	0.046071101950854	no
1050	TCONS_00042229 	8062	312	0.6617	-0.184193964057	0.012739036131942	no
1051	TCONS_00042230 	2476	99	0.888	0.0936156032703	0.022560580284405	no
1052	TCONS_00042231 	946	126	0.495	-0.389919182112	0.000405000218734	no
1053	TCONS_00042232 	6634	234	0.7987	-0.431100370478	0.001820888013416	no
1054	TCONS_00042233 	876	129	0.9381	-0.184872327018	0.006505876663091	no
1055	TCONS_00042234 	1412	129	0.9132	-0.0890080911381	0.010918011856023	no
1056	TCONS_00042235 	917	138	0.4752	-0.538673369679	0.000162597637246	no
1057	TCONS_00042236 	757	225	0.6409	-0.218686870813	0.005821136487391	no
1058	TCONS_00042237 	1292	216	0.5244	0.082911343077	0.025457394937842	no
1059	TCONS_00042238 	2087	642	0.6001	-0.0853213205125	0.50990976639042	yes
1060	TCONS_00042239 	1190	150	0.9312	-0.201022975646	0.007041583320506	no
1061	TCONS_00042240 	686	48	1.2635	-0.286127727039	0.003915555291649	no
1062	TCONS_00042241 	580	186	0.7222	0.0758663180955	0.033858594920708	no
1063	TCONS_00042244 	1520	237	0.6229	-0.0843632899238	0.014390382956616	no
1064	TCONS_00042245 	3666	225	0.6033	-0.0824494296812	0.010605834235329	no
1065	TCONS_00042246 	5777	435	0.5427	-0.0798144271346	0.071331376624134	no
1066	TCONS_00042247 	1006	216	0.5371	-0.000372404451078	0.015710816275601	no
1067	TCONS_00042248 	2843	333	0.5028	-0.134640315379	0.018371566720727	no
1068	TCONS_00042249 	2268	255	0.8112	-0.188874416022	0.015128853661258	no
1069	TCONS_00042250 	804	69	0.7131	-0.327016035604	0.000662857431033	no
1070	TCONS_00042251 	2115	156	0.7658	-0.0638873991944	0.01041129081153	no
1071	TCONS_00042252 	3043	174	0.8125	-0.0961991127761	0.011176060969819	no
1072	TCONS_00042253 	909	108	0.6404	-0.233211675679	0.001483171046874	no
1073	TCONS_00042254 	831	279	0.9385	-0.331991673365	0.012442363135033	no
1074	TCONS_00042255 	770	186	0.5643	-0.113464285838	0.006006946742355	no
1075	TCONS_00042256 	961	147	0.8172	-0.115462954676	0.00848728040924	no
1076	TCONS_00042257 	1730	213	0.5786	-0.0400793171045	0.012796083757218	no
1077	TCONS_00042258 	946	132	0.648	0.0754933408098	0.014879685627901	no
1078	TCONS_00042259 	1519	279	0.7685	-0.113900223773	0.029026316979189	no
1079	TCONS_00042260 	1074	135	0.976	-0.116435701254	0.012071713277413	no
1080	TCONS_00042261 	1292	243	0.6014	-0.0862520487006	0.014371836680795	no
1081	TCONS_00042262 	674	381	0.6465	-0.0786108014233	0.075416404511076	no
1082	TCONS_00042263 	5014	270	0.9455	0.127116867692	0.15813314384602	no
1083	TCONS_00042264 	4250	258	0.5716	-0.0384426652129	0.017577359005122	no
1084	TCONS_00042265 	1548	243	0.7838	-0.0899789897319	0.024243429733054	no
1085	TCONS_00042266 	11792	375	0.7437	0.0234641154621	0.093900333904529	no
1086	TCONS_00042267 	1464	180	0.9026	0.062894417072	0.047948080128071	no
1087	TCONS_00042268 	4838	450	0.8706	-0.0053504953922	0.3046322964085	no
1088	TCONS_00042269 	578	165	0.78	-0.113488548299	0.009502595572356	no
1089	TCONS_00042270 	829	438	0.7505	0.0739102031821	0.36223222614296	no
1090	TCONS_00042271 	464	171	0.685	-0.226373918873	0.003616391931824	no
1091	TCONS_00041753 	243	84	0.9006	-0.127057418913	0.005417348786071	no
1092	TCONS_00041755 	659	198	0.8075	-0.0112799523853	0.028372721846377	no
1093	TCONS_00041756 	797	198	0.8075	-0.0112799523853	0.028142638239775	no
1094	TCONS_00041757 	1182	282	0.652	-0.0420767965737	0.033927067507855	no
1095	TCONS_00041754 	1249	282	0.652	-0.0420767965737	0.033793982517151	no
1096	TCONS_00042272 	819	51	0.7835	-0.146131036706	0.002241577314456	no
1097	TCONS_00042273 	1571	351	0.7953	0.0201057152098	0.14606034727808	no
1098	TCONS_00042274 	897	102	0.5812	-0.04766936646	0.003922092586392	no
1099	TCONS_00035920 	2049	405	0.6358	0.084038354013	0.21584225933773	no
1100	TCONS_00035921 	4263	414	0.657	0.0630482219887	0.19794866737551	no
1101	TCONS_00042275 	1731	618	0.6571	0.0940894664647	0.76231639370422	yes
1102	TCONS_00041778 	1616	498	0.665	0.148260821481	0.56401827460323	yes
1103	TCONS_00042276 	4846	168	0.6889	-0.124759575726	0.00530386169745	no
1104	TCONS_00042277 	1593	180	1.1474	-0.246545137664	0.013785692972859	no
1105	TCONS_00042278 	3198	321	0.7795	-0.290880635534	0.013494395428564	no
1106	TCONS_00041824 	5833	594	0.7234	0.0660679031171	0.66377748932226	yes
1107	TCONS_00042279 	616	90	0.766	0.134057503403	0.020444130220755	no
1108	TCONS_00041841 	1722	315	0.5956	-0.0130662922453	0.046945075890977	no
1109	TCONS_00036048 	6899	795	0.9882	0.0655556299413	0.973844797372	yes
1110	TCONS_00036049 	5702	657	0.9167	0.0578041085111	0.8723660085082	yes
1111	TCONS_00042280 	8911	825	0.5997	0.0668623314459	0.93133425909005	yes
1112	TCONS_00042281 	3298	810	0.9455	0.00191385115178	0.9690419152326	yes
1113	TCONS_00042282 	3375	588	0.7451	0.141764571177	0.791256102595	yes
1114	TCONS_00042283 	1244	372	0.6783	-0.0569388678196	0.083537040960917	no
1115	TCONS_00042284 	3003	1155	0.669	-0.0223567338387	0.99789770901066	yes
1116	TCONS_00061537 	1155	174	0.7211	0.0930330236639	0.032112061651058	no
1117	TCONS_00061538 	870	510	0.7408	0.23055566982	0.77101124669807	yes
1118	TCONS_00061539 	1194	219	0.8172	0.156061331733	0.099423741703228	no
1119	TCONS_00061540 	942	261	0.6831	0.036510323524	0.049977295632364	no
1120	TCONS_00061541 	3298	687	0.5974	0.109185895626	0.84920517453609	yes
1121	TCONS_00061542 	2893	372	0.8712	0.0997309176915	0.29841233556825	no
1122	TCONS_00061543 	1096	549	0.8204	0.103876881559	0.73801419369187	yes
1123	TCONS_00061544 	1948	321	0.8052	0.000231913215952	0.098572027455378	no
1124	TCONS_00061545 	3940	729	0.6236	0.0586510591352	0.8690011353647	yes
1125	TCONS_00061546 	20362	708	0.5277	0.0419689513413	0.56378421679522	yes
1126	TCONS_00061547 	2108	252	0.8451	0.0506699851359	0.075122900579484	no
1127	TCONS_00061548 	5728	300	0.7178	-0.00199183402777	0.049310853779144	no
1128	TCONS_00061549 	1156	327	0.4981	-0.133613227071	0.018912612456214	no
1129	TCONS_00061550 	641	195	0.4157	-0.277743350837	0.001420657422666	no
1130	TCONS_00061551 	1131	222	0.44	-0.162131351203	0.004263557634691	no
1131	TCONS_00061552 	1486	309	0.6516	-0.221190630037	0.013933666379056	no
1132	TCONS_00061553 	405	63	0.6467	-0.320088385007	0.000540855646553	no
1133	TCONS_00061554 	1006	291	0.853	-0.00638413813217	0.08518915069485	no
1134	TCONS_00053203 	883	147	0.8592	-0.21271046649	0.005137505848391	no
1135	TCONS_00061555 	1308	183	0.9704	-0.190015613562	0.012087828585641	no
1136	TCONS_00061556 	813	165	0.7215	-0.435350847256	0.000938963485969	no
1137	TCONS_00061557 	1047	207	0.7142	-0.296418445671	0.003556009230677	no
1138	TCONS_00061558 	671	318	0.8669	-0.021041456299	0.10767740080822	no
1139	TCONS_00061559 	599	135	0.7335	-0.113902949793	0.005934001447926	no
1140	TCONS_00061560 	1551	351	0.8144	-0.0565943797498	0.09876494031406	no
1141	TCONS_00061561 	2144	234	0.9283	-0.0890458211804	0.033298169475889	no
1142	TCONS_00061562 	933	273	0.9496	0.117239400818	0.19088180992096	no
1143	TCONS_00061563 	1421	90	0.6158	-0.194135961529	0.001418007537603	no
1144	TCONS_00061564 	6545	420	0.4953	-0.249314752424	0.017237698424579	no
1145	TCONS_00061565 	836	132	0.7829	-0.293534468132	0.002027897845759	no
1146	TCONS_00061566 	2325	258	0.4096	-0.0495804828193	0.011106458939948	no
1147	TCONS_00061567 	1150	249	0.4137	-0.326670488044	0.001776004972984	no
1148	TCONS_00061568 	1027	144	1.0455	-0.261491844173	0.006406938265096	no
1149	TCONS_00061569 	673	54	1.2128	0.0410185689229	0.030103561525308	no
1150	TCONS_00061570 	1579	180	0.8156	-0.251575696171	0.004748786891616	no
1151	TCONS_00061571 	1290	189	0.6748	0.00434406154995	0.018289973505521	no
1152	TCONS_00061579 	2121	213	0.7684	-0.396326894615	0.002182189038374	no
1153	TCONS_00044626 	3438	297	0.7415	-0.151187894934	0.022686718742676	no
1154	TCONS_00044627 	439	279	0.436	-0.0541150575118	0.016391081435649	no
1155	TCONS_00054655 	4937	303	0.6035	-0.0306631529096	0.031462052821971	no
1156	TCONS_00061580 	2059	435	0.4397	-0.219908893218	0.026876682975881	no
1157	TCONS_00061581 	1149	174	0.6346	-0.0573371272844	0.0092842309741	no
1158	TCONS_00061582 	3275	336	0.6226	-0.0501423616106	0.045742540318135	no
1159	TCONS_00061583 	891	81	0.8872	-0.188910810494	0.003220530909844	no
1160	TCONS_00061584 	3023	234	0.885	-0.11468701401	0.023497106007396	no
1161	TCONS_00061585 	1849	309	0.6623	-0.0263155387478	0.049210537888361	no
1162	TCONS_00044836 	4887	210	0.8058	-0.156501314745	0.009711556539755	no
1163	TCONS_00061586 	1019	159	0.5103	-0.239913139454	0.00162538221688	no
1164	TCONS_00061587 	1128	114	0.4679	-0.284113836361	0.0006495496917	no
1165	TCONS_00061588 	952	120	0.7639	-0.566913491538	0.000274529511864	no
1166	TCONS_00045055 	2051	159	1.0564	-0.122150171951	0.018168985008125	no
1167	TCONS_00061590 	643	408	0.6351	0.158969702195	0.33632245657947	no
1168	TCONS_00061591 	1405	228	0.7914	-0.214074888084	0.009527327664048	no
1169	TCONS_00061592 	1064	111	0.4065	-0.124966389948	0.001487331044487	no
1170	TCONS_00061594 	1631	321	0.6767	-0.106837535321	0.035413507408361	no
1171	TCONS_00061595 	915	186	0.5938	-0.197241398955	0.003765641473054	no
1172	TCONS_00061596 	1542	423	0.6206	-0.00873239479922	0.15123602952245	no
1173	TCONS_00061597 	3156	363	0.4867	-0.0166602744491	0.049988020056735	no
1174	TCONS_00061598 	1057	255	0.6948	-0.104101320856	0.019677801298478	no
1175	TCONS_00061599 	665	210	0.7071	-0.203750451224	0.006756997782714	no
1176	TCONS_00061600 	3687	249	0.918	-0.319498749827	0.007738208673954	no
1177	TCONS_00061601 	1417	240	0.5117	0.00572687485457	0.019028966990928	no
1178	TCONS_00061602 	1156	177	0.6171	-0.376373193148	0.001113087787923	no
1179	TCONS_00061603 	2090	279	0.643	-0.125695627986	0.017689081787899	no
1180	TCONS_00061604 	2072	174	0.7066	-0.144016373018	0.006229388494441	no
1181	TCONS_00045972 	3759	414	0.7996	0.107301031999	0.34788624501382	no
1182	TCONS_00045973 	3210	186	0.6508	-0.360101391069	0.001340198035774	no
1183	TCONS_00061605 	863	192	0.6043	-0.373875001114	0.001301077517696	no
1184	TCONS_00061606 	273	147	0.8572	0.0623494378065	0.031700359555688	no
1185	TCONS_00061607 	1095	405	0.7517	-0.104067558123	0.10813404695702	no
1186	TCONS_00061608 	786	177	0.7989	-0.358912979442	0.002259046777323	no
1187	TCONS_00055881 	13125	384	0.7705	0.0670640759151	0.13256388636984	no
1188	TCONS_00055880 	13677	384	0.7705	0.0670640759151	0.12875702396303	no
1189	TCONS_00055882 	6030	471	0.5504	-0.330023969504	0.021449747415439	no
1190	TCONS_00055883 	3261	234	0.8273	-0.105539685843	0.020583900651721	no
1191	TCONS_00061609 	831	222	0.6738	-0.0821280329501	0.015181841433073	no
1192	TCONS_00061610 	2272	231	0.515	-0.0593623177745	0.010866123466073	no
1193	TCONS_00061611 	1216	186	0.9312	-0.104604337459	0.019367249597602	no
1194	TCONS_00061612 	619	141	0.7279	-0.0425253388122	0.00991465668753	no
1195	TCONS_00061613 	2765	276	0.519	-0.0466939815362	0.018736305737671	no
1196	TCONS_00061614 	684	144	0.7168	-0.453301503834	0.000660209591788	no
1197	TCONS_00061615 	1208	264	0.8246	-0.196823350412	0.017556467179269	no
1198	TCONS_00061616 	1035	393	0.5272	-0.0220391498211	0.083186328589903	no
1199	TCONS_00061617 	863	333	0.4787	-0.0658436815102	0.029895936330156	no
1200	TCONS_00056915 	1448	357	0.5676	-0.237027399997	0.016196472146494	no
1201	TCONS_00061618 	1636	159	0.7378	-0.22974974345	0.003415699142845	no
1202	TCONS_00061619 	3315	429	0.5798	-0.00340785821214	0.13461450242957	no
1203	TCONS_00061620 	817	117	0.5009	-0.207794122255	0.001254601960403	no
1204	TCONS_00061621 	802	201	0.7103	0.0115915335423	0.024984890625595	no
1205	TCONS_00061622 	4456	309	0.7052	-0.148856910606	0.022015190461961	no
1206	TCONS_00061623 	2125	162	0.8773	-0.278393437459	0.003849047794846	no
1207	TCONS_00061624 	895	246	0.7161	-0.164424933836	0.013032139643424	no
1208	TCONS_00057381 	1162	852	0.4848	0.173294217764	0.97614208522337	yes
1209	TCONS_00061625 	810	153	0.9682	0.0041527860604	0.031601686031011	no
1210	TCONS_00048160 	866	156	0.6676	-0.106559240559	0.00625040245107	no
1211	TCONS_00061626 	753	141	0.6985	-0.0327417417083	0.009568246658974	no
1212	TCONS_00061627 	1599	321	0.702	-0.078945596346	0.04569402850134	no
1213	TCONS_00061628 	9929	651	0.5018	0.0124956765434	0.4994431208879	yes
1214	TCONS_00061629 	934	201	0.8773	0.118542214936	0.080073103237638	no
1215	TCONS_00048280 	1530	282	0.7347	0.0884502851554	0.095477335139995	no
1216	TCONS_00061630 	1324	156	0.7585	-0.32653013287	0.001901153434263	no
1217	TCONS_00061631 	1018	219	0.572	-0.0592908597851	0.012306852749637	no
1218	TCONS_00061632 	2257	354	0.6445	-0.133467750161	0.036868736730758	no
1219	TCONS_00061633 	930	114	0.8767	-0.0770959779275	0.009236576595786	no
1220	TCONS_00061634 	380	111	0.5874	-0.302278658383	0.00084945303299	no
1221	TCONS_00061636 	2804	585	0.5565	0.00852691677331	0.46567454769869	yes
1222	TCONS_00061637 	1118	195	0.7946	-0.122770844718	0.012487105361572	no
1223	TCONS_00061638 	1207	282	0.983	-0.00190105453827	0.1145281759565	no
1224	TCONS_00061639 	2731	225	0.4966	-0.262167481229	0.002470793250063	no
1225	TCONS_00061640 	1116	246	0.5135	-0.0308836022695	0.016374863811824	no
1226	TCONS_00061641 	1070	150	0.5963	-0.194649101238	0.002594597107326	no
1227	TCONS_00061642 	1061	219	1.1406	-0.201804835313	0.028133593387575	no
1228	TCONS_00061643 	1275	603	0.7456	0.00507401092848	0.67288802780257	yes
1229	TCONS_00061644 	1257	186	0.8463	-0.0778132149175	0.017688934837561	no
1230	TCONS_00061646 	1098	201	0.4044	-0.175646836638	0.002788360602597	no
1231	TCONS_00061647 	1242	102	0.7687	-0.394297118995	0.000704284302263	no
1232	TCONS_00061648 	1813	141	0.6915	-0.20687648956	0.002798799442621	no
1233	TCONS_00061649 	2335	306	0.6417	-0.0100536843468	0.048315309448743	no
1234	TCONS_00061650 	1053	273	0.4524	-0.214916094588	0.005449349050748	no
1235	TCONS_00061651 	800	132	0.8102	-0.284420416921	0.002350932785548	no
1236	TCONS_00061652 	2320	210	0.7058	-0.264486937264	0.004086465971415	no
1237	TCONS_00061653 	861	96	0.8371	-0.234746857174	0.002397260822435	no
1238	TCONS_00061654 	3689	351	0.5434	-0.302108349153	0.008055580591414	no
1239	TCONS_00061655 	573	84	0.53	-0.302009782751	0.00052463911236	no
1240	TCONS_00061656 	4745	234	0.9282	-0.366559439909	0.004684035757667	no
1241	TCONS_00061657 	630	159	1.0694	-0.265361047696	0.008097100356429	no
1242	TCONS_00061658 	2767	201	0.8296	-0.162587304399	0.010367419900787	no
1243	TCONS_00061659 	3619	186	0.486	-0.187133742502	0.002437810054305	no
1244	TCONS_00061660 	928	147	0.8008	-0.344418189366	0.001793389994627	no
1245	TCONS_00061661 	1012	150	0.7461	-0.0116990568899	0.01379413341813	no
1246	TCONS_00061662 	1277	213	0.705	-0.155364243753	0.009173214054966	no
1247	TCONS_00061663 	1109	189	0.6692	-0.261077458738	0.003198149155894	no
1248	TCONS_00061664 	1509	123	0.7348	-0.0337999878858	0.008382936420952	no
1249	TCONS_00061665 	563	132	0.8772	-0.413229763961	0.001259040655298	no
1250	TCONS_00061666 	959	186	0.5825	-0.162591949907	0.004552713343371	no
1251	TCONS_00061667 	748	159	0.8093	-0.195749714551	0.005636158475728	no
1252	TCONS_00061668 	1463	120	1.1909	-0.232358645447	0.009187242321663	no
1253	TCONS_00061669 	1438	201	0.6311	0.00778325961998	0.018400867102899	no
1254	TCONS_00061670 	3293	294	1.0799	-0.283898682217	0.026606366302581	no
1255	TCONS_00061671 	1955	150	0.6197	-0.259754252889	0.001723292661308	no
1256	TCONS_00061672 	1494	210	0.6411	-0.11315848692	0.009471302550435	no
1257	TCONS_00061673 	1651	222	0.846	0.0197923211302	0.047057777434689	no
1258	TCONS_00061674 	1104	192	0.6981	-0.162091942399	0.006930340203838	no
1259	TCONS_00061675 	1426	258	0.632	-0.163645124206	0.011109206950971	no
1260	TCONS_00061676 	877	174	0.8412	-0.0764325119708	0.015819843734572	no
1261	TCONS_00061677 	469	39	0.7471	-0.475305262918	0.000204539864907	no
1262	TCONS_00061678 	840	174	0.8435	-0.559134248155	0.00066965090077	no
1263	TCONS_00061679 	2695	210	0.8371	0.00541528034121	0.034750402049458	no
1264	TCONS_00061680 	782	129	0.6197	-0.220544722349	0.001910005349434	no
1265	TCONS_00061681 	833	132	0.5389	-0.1663034961	0.002182403266616	no
1266	TCONS_00061682 	1900	153	0.3919	-0.227461946175	0.001081258827298	no
1267	TCONS_00061683 	1133	123	0.7321	-0.188844018586	0.003071655981831	no
1268	TCONS_00061684 	763	114	0.8254	-0.0988792296728	0.006894113214442	no
1269	TCONS_00061685 	867	210	0.6857	-0.280950488444	0.003759851578104	no
1270	TCONS_00061686 	980	402	0.588	-0.18752294816	0.039137730578795	no
1271	TCONS_00061687 	1103	252	0.6713	-0.224879934952	0.008042911569546	no
1272	TCONS_00061688 	1295	237	0.4073	-0.204236965251	0.00339549936363	no
1273	TCONS_00061689 	1776	171	0.5899	-0.112452427241	0.005246378375563	no
1274	TCONS_00061690 	758	201	0.4613	-0.137007891423	0.004385850663323	no
1275	TCONS_00061691 	1457	135	0.7971	-0.357395507628	0.001384514510043	no
1276	TCONS_00061692 	749	234	0.6036	-0.159410005687	0.008421977003701	no
1277	TCONS_00061693 	917	201	0.5682	-0.196097481018	0.004115414845595	no
1278	TCONS_00061694 	1103	297	0.5499	-0.204196419802	0.010219011318488	no
1279	TCONS_00061695 	2867	162	1.027	-0.23823161443	0.007648183077786	no
1280	TCONS_00061696 	1002	177	0.665	-0.196428527362	0.004271208620033	no
1281	TCONS_00061697 	2141	135	0.6183	-0.412869283121	0.000525520602675	no
1282	TCONS_00059594 	774	198	1.0779	-0.362183621157	0.006641417490481	no
1283	TCONS_00059593 	777	198	1.0779	-0.362183621157	0.006640215861602	no
1284	TCONS_00061698 	1732	210	0.5864	-0.417115521153	0.001065602394364	no
1285	TCONS_00061699 	690	90	0.6134	-0.214055130065	0.001290087594957	no
1286	TCONS_00061701 	1461	255	0.5042	-0.253336569792	0.004001428055159	no
