ID	C/NC	CODING_POTENTIAL_SCORE	EVIDENCE	UTR-DB_HITs	RNA-DB_HITs
TCONS_00187117 	noncoding 	-1.26672 	detail 	search 	search
TCONS_00028682 	noncoding 	-1.26658 	detail 	search 	search
TCONS_00281724 	noncoding 	-1.26653 	detail 	search 	search
TCONS_00082135 	noncoding 	-1.26651 	detail 	search 	search
TCONS_00293484 	noncoding 	-1.26651 	detail 	search 	search
TCONS_00251887 	noncoding 	-1.26649 	detail 	search 	search
TCONS_00314739 	noncoding 	-1.26617 	detail 	search 	search
TCONS_00224512 	noncoding 	-1.26603 	detail 	search 	search
TCONS_00304749 	noncoding 	-1.26593 	detail 	search 	search
TCONS_00076677 	noncoding 	-1.26582 	detail 	search 	search
TCONS_00293575 	noncoding 	-1.26573 	detail 	search 	search
TCONS_00082221 	noncoding 	-1.26566 	detail 	search 	search
TCONS_00265794 	noncoding 	-1.26556 	detail 	search 	search
TCONS_00304744 	noncoding 	-1.26552 	detail 	search 	search
TCONS_00082171 	noncoding 	-1.26549 	detail 	search 	search
TCONS_00237405 	noncoding 	-1.26549 	detail 	search 	search
TCONS_00033600 	noncoding 	-1.26543 	detail 	search 	search
TCONS_00224377 	noncoding 	-1.26525 	detail 	search 	search
TCONS_00315887 	noncoding 	-1.2652 	detail 	search 	search
TCONS_00028866 	noncoding 	-1.26498 	detail 	search 	search
TCONS_00076623 	noncoding 	-1.26495 	detail 	search 	search
TCONS_00281467 	noncoding 	-1.26489 	detail 	search 	search
TCONS_00163996 	noncoding 	-1.26488 	detail 	search 	search
TCONS_00227562 	noncoding 	-1.26476 	detail 	search 	search
TCONS_00293529 	noncoding 	-1.26472 	detail 	search 	search
TCONS_00224494 	noncoding 	-1.26469 	detail 	search 	search
TCONS_00281746 	noncoding 	-1.26457 	detail 	search 	search
TCONS_00028420 	noncoding 	-1.26448 	detail 	search 	search
TCONS_00237344 	noncoding 	-1.26446 	detail 	search 	search
TCONS_00093846 	noncoding 	-1.26442 	detail 	search 	search
TCONS_00187490 	noncoding 	-1.26425 	detail 	search 	search
TCONS_00039983 	noncoding 	-1.26418 	detail 	search 	search
TCONS_00266013 	noncoding 	-1.26417 	detail 	search 	search
TCONS_00251810 	noncoding 	-1.26404 	detail 	search 	search
TCONS_00265819 	noncoding 	-1.26403 	detail 	search 	search
TCONS_00266053 	noncoding 	-1.26382 	detail 	search 	search
TCONS_00281751 	noncoding 	-1.26379 	detail 	search 	search
TCONS_00266088 	noncoding 	-1.26372 	detail 	search 	search
TCONS_00314613 	noncoding 	-1.26366 	detail 	search 	search
TCONS_00028871 	noncoding 	-1.26361 	detail 	search 	search
TCONS_00266052 	noncoding 	-1.26353 	detail 	search 	search
TCONS_00299968 	noncoding 	-1.2635 	detail 	search 	search
TCONS_00144548 	noncoding 	-1.26339 	detail 	search 	search
TCONS_00293680 	noncoding 	-1.26334 	detail 	search 	search
TCONS_00224661 	noncoding 	-1.26331 	detail 	search 	search
TCONS_00304762 	noncoding 	-1.26313 	detail 	search 	search
TCONS_00224699 	noncoding 	-1.26311 	detail 	search 	search
TCONS_00082237 	noncoding 	-1.26303 	detail 	search 	search
TCONS_00187576 	noncoding 	-1.263 	detail 	search 	search
TCONS_00251864 	noncoding 	-1.2629 	detail 	search 	search
TCONS_00040114 	noncoding 	-1.2627 	detail 	search 	search
TCONS_00304818 	noncoding 	-1.26262 	detail 	search 	search
TCONS_00187066 	noncoding 	-1.26258 	detail 	search 	search
TCONS_00266030 	noncoding 	-1.26253 	detail 	search 	search
TCONS_00138769 	noncoding 	-1.26251 	detail 	search 	search
TCONS_00251953 	noncoding 	-1.2624 	detail 	search 	search
TCONS_00187064 	noncoding 	-1.26231 	detail 	search 	search
TCONS_00040162 	noncoding 	-1.26216 	detail 	search 	search
TCONS_00028520 	noncoding 	-1.26212 	detail 	search 	search
TCONS_00265764 	noncoding 	-1.2621 	detail 	search 	search
TCONS_00265982 	noncoding 	-1.2621 	detail 	search 	search
TCONS_00040047 	noncoding 	-1.26195 	detail 	search 	search
TCONS_00305004 	noncoding 	-1.2619 	detail 	search 	search
TCONS_00028557 	noncoding 	-1.26189 	detail 	search 	search
TCONS_00284297 	noncoding 	-1.26185 	detail 	search 	search
TCONS_00186907 	noncoding 	-1.26183 	detail 	search 	search
TCONS_00093832 	noncoding 	-1.26171 	detail 	search 	search
TCONS_00266286 	noncoding 	-1.26171 	detail 	search 	search
TCONS_00082178 	noncoding 	-1.26142 	detail 	search 	search
TCONS_00093818 	noncoding 	-1.26139 	detail 	search 	search
TCONS_00237431 	noncoding 	-1.26136 	detail 	search 	search
TCONS_00304921 	noncoding 	-1.26136 	detail 	search 	search
TCONS_00187154 	noncoding 	-1.26135 	detail 	search 	search
TCONS_00093924 	noncoding 	-1.26108 	detail 	search 	search
TCONS_00194650 	noncoding 	-1.26106 	detail 	search 	search
TCONS_00144496 	noncoding 	-1.26098 	detail 	search 	search
TCONS_00224581 	noncoding 	-1.26086 	detail 	search 	search
TCONS_00224753 	noncoding 	-1.26081 	detail 	search 	search
TCONS_00237434 	noncoding 	-1.26081 	detail 	search 	search
TCONS_00281505 	noncoding 	-1.26081 	detail 	search 	search
TCONS_00028506 	noncoding 	-1.26073 	detail 	search 	search
TCONS_00314643 	noncoding 	-1.26073 	detail 	search 	search
TCONS_00058552 	noncoding 	-1.26068 	detail 	search 	search
TCONS_00252069 	noncoding 	-1.26068 	detail 	search 	search
TCONS_00252026 	noncoding 	-1.26067 	detail 	search 	search
TCONS_00194573 	noncoding 	-1.26061 	detail 	search 	search
TCONS_00251696 	noncoding 	-1.26049 	detail 	search 	search
TCONS_00237390 	noncoding 	-1.26039 	detail 	search 	search
TCONS_00039917 	noncoding 	-1.26031 	detail 	search 	search
TCONS_00265967 	noncoding 	-1.26031 	detail 	search 	search
TCONS_00293753 	noncoding 	-1.26018 	detail 	search 	search
TCONS_00144566 	noncoding 	-1.26011 	detail 	search 	search
TCONS_00138824 	noncoding 	-1.26003 	detail 	search 	search
TCONS_00314718 	noncoding 	-1.25992 	detail 	search 	search
TCONS_00237459 	noncoding 	-1.25974 	detail 	search 	search
TCONS_00293735 	noncoding 	-1.25971 	detail 	search 	search
TCONS_00212260 	noncoding 	-1.25966 	detail 	search 	search
TCONS_00163975 	noncoding 	-1.25964 	detail 	search 	search
TCONS_00093806 	noncoding 	-1.25954 	detail 	search 	search
TCONS_00314626 	noncoding 	-1.25953 	detail 	search 	search
TCONS_00293527 	noncoding 	-1.25915 	detail 	search 	search
TCONS_00281539 	noncoding 	-1.25912 	detail 	search 	search
TCONS_00187065 	noncoding 	-1.25906 	detail 	search 	search
TCONS_00237400 	noncoding 	-1.25906 	detail 	search 	search
TCONS_00194525 	noncoding 	-1.25895 	detail 	search 	search
TCONS_00187227 	noncoding 	-1.25893 	detail 	search 	search
TCONS_00076572 	noncoding 	-1.25892 	detail 	search 	search
TCONS_00087074 	noncoding 	-1.25887 	detail 	search 	search
TCONS_00087075 	noncoding 	-1.25887 	detail 	search 	search
TCONS_00252035 	noncoding 	-1.25885 	detail 	search 	search
TCONS_00281742 	noncoding 	-1.25883 	detail 	search 	search
TCONS_00304740 	noncoding 	-1.25874 	detail 	search 	search
TCONS_00237489 	noncoding 	-1.2587 	detail 	search 	search
TCONS_00076810 	noncoding 	-1.25867 	detail 	search 	search
TCONS_00293718 	noncoding 	-1.25857 	detail 	search 	search
TCONS_00265959 	noncoding 	-1.25852 	detail 	search 	search
TCONS_00265839 	noncoding 	-1.25848 	detail 	search 	search
TCONS_00305035 	noncoding 	-1.25843 	detail 	search 	search
TCONS_00186988 	noncoding 	-1.25827 	detail 	search 	search
TCONS_00040082 	noncoding 	-1.2582 	detail 	search 	search
TCONS_00119800 	noncoding 	-1.25812 	detail 	search 	search
TCONS_00305203 	noncoding 	-1.25811 	detail 	search 	search
TCONS_00187137 	noncoding 	-1.25806 	detail 	search 	search
TCONS_00266089 	noncoding 	-1.25795 	detail 	search 	search
TCONS_00082230 	noncoding 	-1.25794 	detail 	search 	search
TCONS_00138698 	noncoding 	-1.25792 	detail 	search 	search
TCONS_00224511 	noncoding 	-1.2579 	detail 	search 	search
TCONS_00293557 	noncoding 	-1.25774 	detail 	search 	search
TCONS_00082205 	noncoding 	-1.25773 	detail 	search 	search
TCONS_00304907 	noncoding 	-1.25765 	detail 	search 	search
TCONS_00082175 	noncoding 	-1.25762 	detail 	search 	search
TCONS_00265867 	noncoding 	-1.25761 	detail 	search 	search
TCONS_00266202 	noncoding 	-1.2576 	detail 	search 	search
TCONS_00304891 	noncoding 	-1.25754 	detail 	search 	search
TCONS_00028307 	noncoding 	-1.25752 	detail 	search 	search
TCONS_00028523 	noncoding 	-1.25746 	detail 	search 	search
TCONS_00093820 	noncoding 	-1.25741 	detail 	search 	search
TCONS_00314647 	noncoding 	-1.2574 	detail 	search 	search
TCONS_00293788 	noncoding 	-1.25737 	detail 	search 	search
TCONS_00187407 	noncoding 	-1.25732 	detail 	search 	search
TCONS_00028740 	noncoding 	-1.2573 	detail 	search 	search
TCONS_00252014 	noncoding 	-1.25715 	detail 	search 	search
TCONS_00028816 	noncoding 	-1.2571 	detail 	search 	search
TCONS_00187362 	noncoding 	-1.25704 	detail 	search 	search
TCONS_00028357 	noncoding 	-1.25702 	detail 	search 	search
TCONS_00265849 	noncoding 	-1.257 	detail 	search 	search
TCONS_00265855 	noncoding 	-1.25692 	detail 	search 	search
TCONS_00058470 	noncoding 	-1.25691 	detail 	search 	search
TCONS_00266094 	noncoding 	-1.25691 	detail 	search 	search
TCONS_00265991 	noncoding 	-1.25689 	detail 	search 	search
TCONS_00234232 	noncoding 	-1.25687 	detail 	search 	search
TCONS_00251773 	noncoding 	-1.25665 	detail 	search 	search
TCONS_00098588 	noncoding 	-1.25663 	detail 	search 	search
TCONS_00224496 	noncoding 	-1.25662 	detail 	search 	search
TCONS_00210721 	noncoding 	-1.25657 	detail 	search 	search
TCONS_00293531 	noncoding 	-1.25654 	detail 	search 	search
TCONS_00178138 	noncoding 	-1.25652 	detail 	search 	search
TCONS_00251841 	noncoding 	-1.25648 	detail 	search 	search
TCONS_00266301 	noncoding 	-1.25632 	detail 	search 	search
TCONS_00138757 	noncoding 	-1.25624 	detail 	search 	search
TCONS_00266432 	noncoding 	-1.25619 	detail 	search 	search
TCONS_00314779 	noncoding 	-1.25619 	detail 	search 	search
TCONS_00293739 	noncoding 	-1.25615 	detail 	search 	search
TCONS_00119894 	noncoding 	-1.25611 	detail 	search 	search
TCONS_00105429 	noncoding 	-1.25607 	detail 	search 	search
TCONS_00082317 	noncoding 	-1.25595 	detail 	search 	search
TCONS_00251873 	noncoding 	-1.25594 	detail 	search 	search
TCONS_00076831 	noncoding 	-1.25588 	detail 	search 	search
TCONS_00224644 	noncoding 	-1.25564 	detail 	search 	search
TCONS_00058532 	noncoding 	-1.25561 	detail 	search 	search
TCONS_00237274 	noncoding 	-1.25556 	detail 	search 	search
TCONS_00093893 	noncoding 	-1.25549 	detail 	search 	search
TCONS_00224566 	noncoding 	-1.25548 	detail 	search 	search
TCONS_00305219 	noncoding 	-1.25542 	detail 	search 	search
TCONS_00076864 	noncoding 	-1.25531 	detail 	search 	search
TCONS_00138680 	noncoding 	-1.25522 	detail 	search 	search
TCONS_00187050 	noncoding 	-1.25522 	detail 	search 	search
TCONS_00093822 	noncoding 	-1.25519 	detail 	search 	search
TCONS_00039927 	noncoding 	-1.25518 	detail 	search 	search
TCONS_00187082 	noncoding 	-1.25511 	detail 	search 	search
TCONS_00237460 	noncoding 	-1.2551 	detail 	search 	search
TCONS_00237285 	noncoding 	-1.25508 	detail 	search 	search
TCONS_00266253 	noncoding 	-1.25503 	detail 	search 	search
TCONS_00058481 	noncoding 	-1.25499 	detail 	search 	search
TCONS_00138781 	noncoding 	-1.2549 	detail 	search 	search
TCONS_00028405 	noncoding 	-1.25489 	detail 	search 	search
TCONS_00069166 	noncoding 	-1.25488 	detail 	search 	search
TCONS_00251899 	noncoding 	-1.25482 	detail 	search 	search
TCONS_00040179 	noncoding 	-1.25481 	detail 	search 	search
TCONS_00039900 	noncoding 	-1.25479 	detail 	search 	search
TCONS_00028771 	noncoding 	-1.25466 	detail 	search 	search
TCONS_00314578 	noncoding 	-1.25454 	detail 	search 	search
TCONS_00076693 	noncoding 	-1.25443 	detail 	search 	search
TCONS_00058645 	noncoding 	-1.25436 	detail 	search 	search
TCONS_00293534 	noncoding 	-1.25417 	detail 	search 	search
TCONS_00281685 	noncoding 	-1.25409 	detail 	search 	search
TCONS_00082179 	noncoding 	-1.25402 	detail 	search 	search
TCONS_00265798 	noncoding 	-1.254 	detail 	search 	search
TCONS_00028646 	noncoding 	-1.25397 	detail 	search 	search
TCONS_00082152 	noncoding 	-1.25392 	detail 	search 	search
TCONS_00187652 	noncoding 	-1.25391 	detail 	search 	search
TCONS_00237214 	noncoding 	-1.25391 	detail 	search 	search
TCONS_00105433 	noncoding 	-1.25375 	detail 	search 	search
TCONS_00186967 	noncoding 	-1.25375 	detail 	search 	search
TCONS_00237506 	noncoding 	-1.25369 	detail 	search 	search
TCONS_00247293 	noncoding 	-1.25364 	detail 	search 	search
TCONS_00293641 	noncoding 	-1.25364 	detail 	search 	search
TCONS_00187636 	noncoding 	-1.25356 	detail 	search 	search
TCONS_00058535 	noncoding 	-1.25355 	detail 	search 	search
TCONS_00105410 	noncoding 	-1.25355 	detail 	search 	search
TCONS_00224605 	noncoding 	-1.25355 	detail 	search 	search
TCONS_00039926 	noncoding 	-1.25349 	detail 	search 	search
TCONS_00187157 	noncoding 	-1.25349 	detail 	search 	search
TCONS_00266096 	noncoding 	-1.25346 	detail 	search 	search
TCONS_00025631 	noncoding 	-1.25334 	detail 	search 	search
TCONS_00198315 	noncoding 	-1.25318 	detail 	search 	search
TCONS_00169419 	noncoding 	-1.25313 	detail 	search 	search
TCONS_00082159 	noncoding 	-1.25303 	detail 	search 	search
TCONS_00028614 	noncoding 	-1.25291 	detail 	search 	search
TCONS_00187512 	noncoding 	-1.25275 	detail 	search 	search
TCONS_00050547 	noncoding 	-1.25247 	detail 	search 	search
TCONS_00011565 	noncoding 	-1.25245 	detail 	search 	search
TCONS_00028668 	noncoding 	-1.25236 	detail 	search 	search
TCONS_00314665 	noncoding 	-1.25236 	detail 	search 	search
TCONS_00076737 	noncoding 	-1.25208 	detail 	search 	search
TCONS_00251879 	noncoding 	-1.25203 	detail 	search 	search
TCONS_00187061 	noncoding 	-1.25192 	detail 	search 	search
TCONS_00304779 	noncoding 	-1.25192 	detail 	search 	search
TCONS_00314701 	noncoding 	-1.25176 	detail 	search 	search
TCONS_00265829 	noncoding 	-1.25173 	detail 	search 	search
TCONS_00293574 	noncoding 	-1.25165 	detail 	search 	search
TCONS_00237297 	noncoding 	-1.25158 	detail 	search 	search
TCONS_00163949 	noncoding 	-1.2515 	detail 	search 	search
TCONS_00012301 	noncoding 	-1.25144 	detail 	search 	search
TCONS_00187068 	noncoding 	-1.25133 	detail 	search 	search
TCONS_00210290 	noncoding 	-1.25128 	detail 	search 	search
TCONS_00251951 	noncoding 	-1.25108 	detail 	search 	search
TCONS_00058572 	noncoding 	-1.25104 	detail 	search 	search
TCONS_00028887 	noncoding 	-1.25102 	detail 	search 	search
TCONS_00281665 	noncoding 	-1.25091 	detail 	search 	search
TCONS_00210292 	noncoding 	-1.2509 	detail 	search 	search
TCONS_00237288 	noncoding 	-1.25086 	detail 	search 	search
TCONS_00314621 	noncoding 	-1.25085 	detail 	search 	search
TCONS_00028878 	noncoding 	-1.25082 	detail 	search 	search
TCONS_00237456 	noncoding 	-1.25079 	detail 	search 	search
TCONS_00028657 	noncoding 	-1.25073 	detail 	search 	search
TCONS_00138827 	noncoding 	-1.25073 	detail 	search 	search
TCONS_00266055 	noncoding 	-1.25072 	detail 	search 	search
TCONS_00028738 	noncoding 	-1.25063 	detail 	search 	search
TCONS_00198329 	noncoding 	-1.25059 	detail 	search 	search
TCONS_00181581 	noncoding 	-1.25025 	detail 	search 	search
TCONS_00187516 	noncoding 	-1.2502 	detail 	search 	search
TCONS_00293457 	noncoding 	-1.25018 	detail 	search 	search
TCONS_00138766 	noncoding 	-1.25016 	detail 	search 	search
TCONS_00082145 	noncoding 	-1.25014 	detail 	search 	search
TCONS_00186976 	noncoding 	-1.25014 	detail 	search 	search
TCONS_00028721 	noncoding 	-1.2498 	detail 	search 	search
TCONS_00138825 	noncoding 	-1.2498 	detail 	search 	search
TCONS_00293768 	noncoding 	-1.24975 	detail 	search 	search
TCONS_00237265 	noncoding 	-1.24968 	detail 	search 	search
TCONS_00305017 	noncoding 	-1.24967 	detail 	search 	search
TCONS_00028644 	noncoding 	-1.24954 	detail 	search 	search
TCONS_00187264 	noncoding 	-1.24944 	detail 	search 	search
TCONS_00028852 	noncoding 	-1.24937 	detail 	search 	search
TCONS_00028519 	noncoding 	-1.24917 	detail 	search 	search
TCONS_00237368 	noncoding 	-1.24913 	detail 	search 	search
TCONS_00105438 	noncoding 	-1.2491 	detail 	search 	search
TCONS_00028735 	noncoding 	-1.24909 	detail 	search 	search
TCONS_00198326 	noncoding 	-1.24902 	detail 	search 	search
TCONS_00252044 	noncoding 	-1.24902 	detail 	search 	search
TCONS_00281518 	noncoding 	-1.24896 	detail 	search 	search
TCONS_00293769 	noncoding 	-1.24877 	detail 	search 	search
TCONS_00237222 	noncoding 	-1.24873 	detail 	search 	search
TCONS_00032334 	noncoding 	-1.24869 	detail 	search 	search
TCONS_00082248 	noncoding 	-1.24866 	detail 	search 	search
TCONS_00196899 	noncoding 	-1.24838 	detail 	search 	search
TCONS_00266071 	noncoding 	-1.24831 	detail 	search 	search
TCONS_00187363 	noncoding 	-1.24823 	detail 	search 	search
TCONS_00237346 	noncoding 	-1.24819 	detail 	search 	search
TCONS_00242908 	noncoding 	-1.24818 	detail 	search 	search
TCONS_00028484 	noncoding 	-1.24808 	detail 	search 	search
TCONS_00293784 	noncoding 	-1.24808 	detail 	search 	search
TCONS_00028485 	noncoding 	-1.24795 	detail 	search 	search
TCONS_00030593 	noncoding 	-1.24783 	detail 	search 	search
TCONS_00028366 	noncoding 	-1.24763 	detail 	search 	search
TCONS_00281584 	noncoding 	-1.24756 	detail 	search 	search
TCONS_00076739 	noncoding 	-1.24748 	detail 	search 	search
TCONS_00105314 	noncoding 	-1.24743 	detail 	search 	search
TCONS_00265752 	noncoding 	-1.24728 	detail 	search 	search
TCONS_00224452 	noncoding 	-1.24714 	detail 	search 	search
TCONS_00058577 	noncoding 	-1.24708 	detail 	search 	search
TCONS_00186987 	noncoding 	-1.24698 	detail 	search 	search
TCONS_00224604 	noncoding 	-1.24698 	detail 	search 	search
TCONS_00138664 	noncoding 	-1.24697 	detail 	search 	search
TCONS_00187515 	noncoding 	-1.24692 	detail 	search 	search
TCONS_00082232 	noncoding 	-1.24675 	detail 	search 	search
TCONS_00040065 	noncoding 	-1.24673 	detail 	search 	search
TCONS_00082282 	noncoding 	-1.24666 	detail 	search 	search
TCONS_00224751 	noncoding 	-1.2466 	detail 	search 	search
TCONS_00187109 	noncoding 	-1.24659 	detail 	search 	search
TCONS_00237308 	noncoding 	-1.24655 	detail 	search 	search
TCONS_00284370 	noncoding 	-1.2465 	detail 	search 	search
TCONS_00028498 	noncoding 	-1.24648 	detail 	search 	search
TCONS_00293742 	noncoding 	-1.24647 	detail 	search 	search
TCONS_00187330 	noncoding 	-1.24646 	detail 	search 	search
TCONS_00266228 	noncoding 	-1.24644 	detail 	search 	search
TCONS_00237359 	noncoding 	-1.24616 	detail 	search 	search
TCONS_00252051 	noncoding 	-1.24615 	detail 	search 	search
TCONS_00251950 	noncoding 	-1.24614 	detail 	search 	search
TCONS_00265776 	noncoding 	-1.24605 	detail 	search 	search
TCONS_00093916 	noncoding 	-1.24598 	detail 	search 	search
TCONS_00033599 	noncoding 	-1.24589 	detail 	search 	search
TCONS_00039958 	noncoding 	-1.24561 	detail 	search 	search
TCONS_00058641 	noncoding 	-1.24559 	detail 	search 	search
TCONS_00196885 	noncoding 	-1.24553 	detail 	search 	search
TCONS_00028459 	noncoding 	-1.24547 	detail 	search 	search
TCONS_00187160 	noncoding 	-1.24547 	detail 	search 	search
TCONS_00293740 	noncoding 	-1.24545 	detail 	search 	search
TCONS_00093972 	noncoding 	-1.24542 	detail 	search 	search
TCONS_00281726 	noncoding 	-1.24542 	detail 	search 	search
TCONS_00219606 	noncoding 	-1.24533 	detail 	search 	search
TCONS_00314575 	noncoding 	-1.24524 	detail 	search 	search
TCONS_00184067 	noncoding 	-1.24503 	detail 	search 	search
TCONS_00237248 	noncoding 	-1.24496 	detail 	search 	search
TCONS_00224651 	noncoding 	-1.24485 	detail 	search 	search
TCONS_00187215 	noncoding 	-1.24462 	detail 	search 	search
TCONS_00229036 	noncoding 	-1.2445 	detail 	search 	search
TCONS_00314674 	noncoding 	-1.2445 	detail 	search 	search
TCONS_00144499 	noncoding 	-1.24442 	detail 	search 	search
TCONS_00138716 	noncoding 	-1.24438 	detail 	search 	search
TCONS_00076722 	noncoding 	-1.2443 	detail 	search 	search
TCONS_00187506 	noncoding 	-1.24428 	detail 	search 	search
TCONS_00028415 	noncoding 	-1.24426 	detail 	search 	search
TCONS_00266105 	noncoding 	-1.24425 	detail 	search 	search
TCONS_00076646 	noncoding 	-1.24408 	detail 	search 	search
TCONS_00093810 	noncoding 	-1.24407 	detail 	search 	search
TCONS_00224657 	noncoding 	-1.24405 	detail 	search 	search
TCONS_00082214 	noncoding 	-1.24401 	detail 	search 	search
TCONS_00187379 	noncoding 	-1.24399 	detail 	search 	search
TCONS_00028508 	noncoding 	-1.24392 	detail 	search 	search
TCONS_00237276 	noncoding 	-1.24389 	detail 	search 	search
TCONS_00293573 	noncoding 	-1.24385 	detail 	search 	search
TCONS_00093824 	noncoding 	-1.24377 	detail 	search 	search
TCONS_00237397 	noncoding 	-1.24376 	detail 	search 	search
TCONS_00028667 	noncoding 	-1.2437 	detail 	search 	search
TCONS_00265927 	noncoding 	-1.2437 	detail 	search 	search
TCONS_00265722 	noncoding 	-1.24369 	detail 	search 	search
TCONS_00293751 	noncoding 	-1.24357 	detail 	search 	search
TCONS_00293724 	noncoding 	-1.24356 	detail 	search 	search
TCONS_00265757 	noncoding 	-1.24348 	detail 	search 	search
TCONS_00304718 	noncoding 	-1.24347 	detail 	search 	search
TCONS_00252149 	noncoding 	-1.24341 	detail 	search 	search
TCONS_00187448 	noncoding 	-1.24333 	detail 	search 	search
TCONS_00028379 	noncoding 	-1.2433 	detail 	search 	search
TCONS_00076682 	noncoding 	-1.24327 	detail 	search 	search
TCONS_00033601 	noncoding 	-1.24321 	detail 	search 	search
TCONS_00082116 	noncoding 	-1.24312 	detail 	search 	search
TCONS_00259659 	noncoding 	-1.24305 	detail 	search 	search
TCONS_00281615 	noncoding 	-1.24305 	detail 	search 	search
TCONS_00304747 	noncoding 	-1.24305 	detail 	search 	search
TCONS_00224719 	noncoding 	-1.24285 	detail 	search 	search
TCONS_00265858 	noncoding 	-1.24285 	detail 	search 	search
TCONS_00266066 	noncoding 	-1.24277 	detail 	search 	search
TCONS_00028502 	noncoding 	-1.24271 	detail 	search 	search
TCONS_00305010 	noncoding 	-1.24268 	detail 	search 	search
TCONS_00187551 	noncoding 	-1.24259 	detail 	search 	search
TCONS_00187445 	noncoding 	-1.24238 	detail 	search 	search
TCONS_00266148 	noncoding 	-1.2423 	detail 	search 	search
TCONS_00026421 	noncoding 	-1.24224 	detail 	search 	search
TCONS_00082093 	noncoding 	-1.2422 	detail 	search 	search
TCONS_00293774 	noncoding 	-1.24215 	detail 	search 	search
TCONS_00187586 	noncoding 	-1.24211 	detail 	search 	search
TCONS_00076802 	noncoding 	-1.24209 	detail 	search 	search
TCONS_00205503 	noncoding 	-1.24201 	detail 	search 	search
TCONS_00028586 	noncoding 	-1.24199 	detail 	search 	search
TCONS_00187392 	noncoding 	-1.24195 	detail 	search 	search
TCONS_00082208 	noncoding 	-1.24194 	detail 	search 	search
TCONS_00187045 	noncoding 	-1.2419 	detail 	search 	search
TCONS_00281699 	noncoding 	-1.24184 	detail 	search 	search
TCONS_00265905 	noncoding 	-1.24146 	detail 	search 	search
TCONS_00144518 	noncoding 	-1.24142 	detail 	search 	search
TCONS_00187217 	noncoding 	-1.24137 	detail 	search 	search
TCONS_00082121 	noncoding 	-1.24127 	detail 	search 	search
TCONS_00058652 	noncoding 	-1.24094 	detail 	search 	search
TCONS_00076779 	noncoding 	-1.24088 	detail 	search 	search
TCONS_00186913 	noncoding 	-1.24086 	detail 	search 	search
TCONS_00251792 	noncoding 	-1.24074 	detail 	search 	search
TCONS_00093993 	noncoding 	-1.24053 	detail 	search 	search
TCONS_00224405 	noncoding 	-1.2405 	detail 	search 	search
TCONS_00237358 	noncoding 	-1.24045 	detail 	search 	search
TCONS_00281678 	noncoding 	-1.24034 	detail 	search 	search
TCONS_00237513 	noncoding 	-1.24031 	detail 	search 	search
TCONS_00290721 	noncoding 	-1.24005 	detail 	search 	search
TCONS_00314687 	noncoding 	-1.24001 	detail 	search 	search
TCONS_00011655 	noncoding 	-1.23995 	detail 	search 	search
TCONS_00304971 	noncoding 	-1.23994 	detail 	search 	search
TCONS_00119854 	noncoding 	-1.23983 	detail 	search 	search
TCONS_00187487 	noncoding 	-1.23982 	detail 	search 	search
TCONS_00280659 	noncoding 	-1.2398 	detail 	search 	search
TCONS_00251981 	noncoding 	-1.23977 	detail 	search 	search
TCONS_00138753 	noncoding 	-1.23957 	detail 	search 	search
TCONS_00041074 	noncoding 	-1.23956 	detail 	search 	search
TCONS_00251829 	noncoding 	-1.23954 	detail 	search 	search
TCONS_00224505 	noncoding 	-1.2395 	detail 	search 	search
TCONS_00187321 	noncoding 	-1.23948 	detail 	search 	search
TCONS_00281698 	noncoding 	-1.23943 	detail 	search 	search
TCONS_00251997 	noncoding 	-1.23938 	detail 	search 	search
TCONS_00251917 	noncoding 	-1.23933 	detail 	search 	search
TCONS_00224480 	noncoding 	-1.23931 	detail 	search 	search
TCONS_00144521 	noncoding 	-1.23909 	detail 	search 	search
TCONS_00293806 	noncoding 	-1.23892 	detail 	search 	search
TCONS_00304808 	noncoding 	-1.23878 	detail 	search 	search
TCONS_00058595 	noncoding 	-1.23864 	detail 	search 	search
TCONS_00082197 	noncoding 	-1.23859 	detail 	search 	search
TCONS_00013060 	noncoding 	-1.23858 	detail 	search 	search
TCONS_00224766 	noncoding 	-1.23851 	detail 	search 	search
TCONS_00105424 	noncoding 	-1.23845 	detail 	search 	search
TCONS_00238605 	noncoding 	-1.23845 	detail 	search 	search
TCONS_00265826 	noncoding 	-1.23838 	detail 	search 	search
TCONS_00265777 	noncoding 	-1.23829 	detail 	search 	search
TCONS_00076559 	noncoding 	-1.23828 	detail 	search 	search
TCONS_00293579 	noncoding 	-1.23804 	detail 	search 	search
TCONS_00058606 	noncoding 	-1.23801 	detail 	search 	search
TCONS_00304727 	noncoding 	-1.23784 	detail 	search 	search
TCONS_00187359 	noncoding 	-1.23778 	detail 	search 	search
TCONS_00293576 	noncoding 	-1.23777 	detail 	search 	search
TCONS_00028429 	noncoding 	-1.23771 	detail 	search 	search
TCONS_00281524 	noncoding 	-1.23771 	detail 	search 	search
TCONS_00098445 	noncoding 	-1.2377 	detail 	search 	search
TCONS_00293675 	noncoding 	-1.23766 	detail 	search 	search
TCONS_00076610 	noncoding 	-1.2376 	detail 	search 	search
TCONS_00224626 	noncoding 	-1.23758 	detail 	search 	search
TCONS_00296432 	noncoding 	-1.23758 	detail 	search 	search
TCONS_00082060 	noncoding 	-1.23752 	detail 	search 	search
TCONS_00251785 	noncoding 	-1.23744 	detail 	search 	search
