ID	C/NC	CODING_POTENTIAL_SCORE	EVIDENCE	UTR-DB_HITs	RNA-DB_HITs
TCONS_00184262 	noncoding 	-1.20645 	detail 	search 	search
TCONS_00175037 	noncoding 	-1.20643 	detail 	search 	search
TCONS_00261274 	noncoding 	-1.2064 	detail 	search 	search
TCONS_00288449 	noncoding 	-1.2064 	detail 	search 	search
TCONS_00215465 	noncoding 	-1.20627 	detail 	search 	search
TCONS_00299509 	noncoding 	-1.20622 	detail 	search 	search
TCONS_00027600 	noncoding 	-1.20615 	detail 	search 	search
TCONS_00092354 	noncoding 	-1.20605 	detail 	search 	search
TCONS_00075355 	noncoding 	-1.20602 	detail 	search 	search
TCONS_00194920 	noncoding 	-1.20585 	detail 	search 	search
TCONS_00201836 	noncoding 	-1.20585 	detail 	search 	search
TCONS_00184299 	noncoding 	-1.20582 	detail 	search 	search
TCONS_00027645 	noncoding 	-1.20578 	detail 	search 	search
TCONS_00276508 	noncoding 	-1.20572 	detail 	search 	search
TCONS_00117872 	noncoding 	-1.20569 	detail 	search 	search
TCONS_00183943 	noncoding 	-1.20558 	detail 	search 	search
TCONS_00247289 	noncoding 	-1.20557 	detail 	search 	search
TCONS_00309197 	noncoding 	-1.20554 	detail 	search 	search
TCONS_00184148 	noncoding 	-1.20546 	detail 	search 	search
TCONS_00299543 	noncoding 	-1.20546 	detail 	search 	search
TCONS_00027177 	noncoding 	-1.20539 	detail 	search 	search
TCONS_00039016 	noncoding 	-1.20518 	detail 	search 	search
TCONS_00299435 	noncoding 	-1.20514 	detail 	search 	search
TCONS_00080907 	noncoding 	-1.20511 	detail 	search 	search
TCONS_00075374 	noncoding 	-1.20509 	detail 	search 	search
TCONS_00261721 	noncoding 	-1.20506 	detail 	search 	search
TCONS_00027833 	noncoding 	-1.20503 	detail 	search 	search
TCONS_00080828 	noncoding 	-1.20494 	detail 	search 	search
TCONS_00161217 	noncoding 	-1.20486 	detail 	search 	search
TCONS_00309125 	noncoding 	-1.2048 	detail 	search 	search
TCONS_00261181 	noncoding 	-1.20474 	detail 	search 	search
TCONS_00027747 	noncoding 	-1.2047 	detail 	search 	search
TCONS_00299362 	noncoding 	-1.20469 	detail 	search 	search
TCONS_00227550 	noncoding 	-1.20463 	detail 	search 	search
TCONS_00220806 	noncoding 	-1.20456 	detail 	search 	search
TCONS_00299480 	noncoding 	-1.20452 	detail 	search 	search
TCONS_00233086 	noncoding 	-1.20433 	detail 	search 	search
TCONS_00117845 	noncoding 	-1.2043 	detail 	search 	search
TCONS_00247621 	noncoding 	-1.20422 	detail 	search 	search
TCONS_00299317 	noncoding 	-1.20404 	detail 	search 	search
TCONS_00293329 	noncoding 	-1.20397 	detail 	search 	search
TCONS_00075457 	noncoding 	-1.20396 	detail 	search 	search
TCONS_00183958 	noncoding 	-1.20385 	detail 	search 	search
TCONS_00080899 	noncoding 	-1.20373 	detail 	search 	search
TCONS_00232904 	noncoding 	-1.20365 	detail 	search 	search
TCONS_00285509 	noncoding 	-1.20361 	detail 	search 	search
TCONS_00283934 	noncoding 	-1.20352 	detail 	search 	search
TCONS_00028104 	noncoding 	-1.2034 	detail 	search 	search
TCONS_00080871 	noncoding 	-1.2034 	detail 	search 	search
TCONS_00027631 	noncoding 	-1.20332 	detail 	search 	search
TCONS_00183670 	noncoding 	-1.20332 	detail 	search 	search
TCONS_00261514 	noncoding 	-1.2033 	detail 	search 	search
TCONS_00288614 	noncoding 	-1.20326 	detail 	search 	search
TCONS_00092415 	noncoding 	-1.20325 	detail 	search 	search
TCONS_00261584 	noncoding 	-1.20317 	detail 	search 	search
TCONS_00039324 	noncoding 	-1.20316 	detail 	search 	search
TCONS_00233202 	noncoding 	-1.20306 	detail 	search 	search
TCONS_00194914 	noncoding 	-1.20296 	detail 	search 	search
TCONS_00299624 	noncoding 	-1.2029 	detail 	search 	search
TCONS_00233154 	noncoding 	-1.20278 	detail 	search 	search
TCONS_00039265 	noncoding 	-1.20275 	detail 	search 	search
TCONS_00103615 	noncoding 	-1.20266 	detail 	search 	search
TCONS_00191171 	noncoding 	-1.20265 	detail 	search 	search
TCONS_00091474 	noncoding 	-1.20264 	detail 	search 	search
TCONS_00276599 	noncoding 	-1.20262 	detail 	search 	search
TCONS_00027706 	noncoding 	-1.20244 	detail 	search 	search
TCONS_00220593 	noncoding 	-1.20244 	detail 	search 	search
TCONS_00039299 	noncoding 	-1.20243 	detail 	search 	search
TCONS_00027535 	noncoding 	-1.20226 	detail 	search 	search
TCONS_00220570 	noncoding 	-1.20226 	detail 	search 	search
TCONS_00288341 	noncoding 	-1.20221 	detail 	search 	search
TCONS_00233041 	noncoding 	-1.20215 	detail 	search 	search
TCONS_00027597 	noncoding 	-1.2021 	detail 	search 	search
TCONS_00233199 	noncoding 	-1.2021 	detail 	search 	search
TCONS_00233034 	noncoding 	-1.202 	detail 	search 	search
TCONS_00309209 	noncoding 	-1.20194 	detail 	search 	search
TCONS_00175036 	noncoding 	-1.2018 	detail 	search 	search
TCONS_00309137 	noncoding 	-1.20173 	detail 	search 	search
TCONS_00288381 	noncoding 	-1.2017 	detail 	search 	search
TCONS_00247579 	noncoding 	-1.20166 	detail 	search 	search
TCONS_00233141 	noncoding 	-1.20162 	detail 	search 	search
TCONS_00027809 	noncoding 	-1.20153 	detail 	search 	search
TCONS_00027689 	noncoding 	-1.20146 	detail 	search 	search
TCONS_00080883 	noncoding 	-1.20142 	detail 	search 	search
TCONS_00232998 	noncoding 	-1.20134 	detail 	search 	search
TCONS_00288626 	noncoding 	-1.20132 	detail 	search 	search
TCONS_00276447 	noncoding 	-1.20127 	detail 	search 	search
TCONS_00288568 	noncoding 	-1.20127 	detail 	search 	search
TCONS_00039022 	noncoding 	-1.20126 	detail 	search 	search
TCONS_00288477 	noncoding 	-1.20119 	detail 	search 	search
TCONS_00233176 	noncoding 	-1.20098 	detail 	search 	search
TCONS_00261433 	noncoding 	-1.20096 	detail 	search 	search
TCONS_00276551 	noncoding 	-1.20093 	detail 	search 	search
TCONS_00299403 	noncoding 	-1.20078 	detail 	search 	search
TCONS_00028061 	noncoding 	-1.20077 	detail 	search 	search
TCONS_00261142 	noncoding 	-1.20071 	detail 	search 	search
TCONS_00276009 	noncoding 	-1.20051 	detail 	search 	search
TCONS_00276534 	noncoding 	-1.2005 	detail 	search 	search
TCONS_00309089 	noncoding 	-1.2005 	detail 	search 	search
TCONS_00184178 	noncoding 	-1.20044 	detail 	search 	search
TCONS_00247266 	noncoding 	-1.20032 	detail 	search 	search
TCONS_00027662 	noncoding 	-1.20023 	detail 	search 	search
TCONS_00220617 	noncoding 	-1.20017 	detail 	search 	search
TCONS_00057560 	noncoding 	-1.2001 	detail 	search 	search
TCONS_00103686 	noncoding 	-1.20004 	detail 	search 	search
TCONS_00288540 	noncoding 	-1.2 	detail 	search 	search
TCONS_00261541 	noncoding 	-1.19995 	detail 	search 	search
TCONS_00247468 	noncoding 	-1.19987 	detail 	search 	search
TCONS_00261376 	noncoding 	-1.19982 	detail 	search 	search
TCONS_00288657 	noncoding 	-1.19982 	detail 	search 	search
TCONS_00299314 	noncoding 	-1.19981 	detail 	search 	search
TCONS_00247300 	noncoding 	-1.19973 	detail 	search 	search
TCONS_00288314 	noncoding 	-1.19961 	detail 	search 	search
TCONS_00103664 	noncoding 	-1.19955 	detail 	search 	search
TCONS_00183977 	noncoding 	-1.19939 	detail 	search 	search
TCONS_00184212 	noncoding 	-1.19938 	detail 	search 	search
TCONS_00276653 	noncoding 	-1.19934 	detail 	search 	search
TCONS_00233112 	noncoding 	-1.19926 	detail 	search 	search
TCONS_00027882 	noncoding 	-1.19919 	detail 	search 	search
TCONS_00261393 	noncoding 	-1.19916 	detail 	search 	search
TCONS_00299769 	noncoding 	-1.19916 	detail 	search 	search
TCONS_00220830 	noncoding 	-1.19912 	detail 	search 	search
TCONS_00136427 	noncoding 	-1.19911 	detail 	search 	search
TCONS_00261094 	noncoding 	-1.19904 	detail 	search 	search
TCONS_00184271 	noncoding 	-1.19901 	detail 	search 	search
TCONS_00124885 	noncoding 	-1.199 	detail 	search 	search
TCONS_00103586 	noncoding 	-1.19894 	detail 	search 	search
TCONS_00092434 	noncoding 	-1.19889 	detail 	search 	search
TCONS_00039349 	noncoding 	-1.19887 	detail 	search 	search
TCONS_00276504 	noncoding 	-1.19878 	detail 	search 	search
TCONS_00299767 	noncoding 	-1.19877 	detail 	search 	search
TCONS_00299433 	noncoding 	-1.19866 	detail 	search 	search
TCONS_00027939 	noncoding 	-1.19865 	detail 	search 	search
TCONS_00057395 	noncoding 	-1.19844 	detail 	search 	search
TCONS_00247366 	noncoding 	-1.19831 	detail 	search 	search
TCONS_00267224 	noncoding 	-1.19826 	detail 	search 	search
TCONS_00261263 	noncoding 	-1.19824 	detail 	search 	search
TCONS_00261464 	noncoding 	-1.19813 	detail 	search 	search
TCONS_00247472 	noncoding 	-1.19809 	detail 	search 	search
TCONS_00092498 	noncoding 	-1.19782 	detail 	search 	search
TCONS_00080974 	noncoding 	-1.19773 	detail 	search 	search
TCONS_00261720 	noncoding 	-1.19772 	detail 	search 	search
TCONS_00183727 	noncoding 	-1.19769 	detail 	search 	search
TCONS_00220527 	noncoding 	-1.19767 	detail 	search 	search
TCONS_00247498 	noncoding 	-1.19767 	detail 	search 	search
TCONS_00233226 	noncoding 	-1.19766 	detail 	search 	search
TCONS_00299473 	noncoding 	-1.19759 	detail 	search 	search
TCONS_00233003 	noncoding 	-1.19752 	detail 	search 	search
TCONS_00027924 	noncoding 	-1.19742 	detail 	search 	search
TCONS_00011262 	noncoding 	-1.19736 	detail 	search 	search
TCONS_00247534 	noncoding 	-1.1973 	detail 	search 	search
TCONS_00288511 	noncoding 	-1.19728 	detail 	search 	search
TCONS_00261221 	noncoding 	-1.19727 	detail 	search 	search
TCONS_00183950 	noncoding 	-1.1972 	detail 	search 	search
TCONS_00092477 	noncoding 	-1.19711 	detail 	search 	search
TCONS_00247338 	noncoding 	-1.19696 	detail 	search 	search
TCONS_00261408 	noncoding 	-1.19688 	detail 	search 	search
TCONS_00075418 	noncoding 	-1.19687 	detail 	search 	search
TCONS_00057552 	noncoding 	-1.19678 	detail 	search 	search
TCONS_00276427 	noncoding 	-1.1967 	detail 	search 	search
TCONS_00183969 	noncoding 	-1.19666 	detail 	search 	search
TCONS_00288446 	noncoding 	-1.19666 	detail 	search 	search
TCONS_00182754 	noncoding 	-1.19665 	detail 	search 	search
TCONS_00058812 	noncoding 	-1.19659 	detail 	search 	search
TCONS_00058813 	noncoding 	-1.19659 	detail 	search 	search
TCONS_00028110 	noncoding 	-1.19644 	detail 	search 	search
TCONS_00038988 	noncoding 	-1.19634 	detail 	search 	search
TCONS_00039295 	noncoding 	-1.19627 	detail 	search 	search
TCONS_00183820 	noncoding 	-1.19619 	detail 	search 	search
TCONS_00288638 	noncoding 	-1.19615 	detail 	search 	search
TCONS_00075493 	noncoding 	-1.19611 	detail 	search 	search
TCONS_00247415 	noncoding 	-1.19609 	detail 	search 	search
TCONS_00184358 	noncoding 	-1.1959 	detail 	search 	search
TCONS_00057439 	noncoding 	-1.19586 	detail 	search 	search
TCONS_00183823 	noncoding 	-1.19578 	detail 	search 	search
TCONS_00027615 	noncoding 	-1.19564 	detail 	search 	search
TCONS_00183954 	noncoding 	-1.19558 	detail 	search 	search
TCONS_00276456 	noncoding 	-1.19554 	detail 	search 	search
TCONS_00288556 	noncoding 	-1.19552 	detail 	search 	search
TCONS_00247299 	noncoding 	-1.1955 	detail 	search 	search
TCONS_00092399 	noncoding 	-1.19541 	detail 	search 	search
TCONS_00276517 	noncoding 	-1.19535 	detail 	search 	search
TCONS_00288544 	noncoding 	-1.19535 	detail 	search 	search
TCONS_00191259 	noncoding 	-1.19525 	detail 	search 	search
TCONS_00299367 	noncoding 	-1.19525 	detail 	search 	search
TCONS_00184210 	noncoding 	-1.19524 	detail 	search 	search
TCONS_00220721 	noncoding 	-1.19517 	detail 	search 	search
TCONS_00184125 	noncoding 	-1.19509 	detail 	search 	search
TCONS_00027664 	noncoding 	-1.19495 	detail 	search 	search
TCONS_00247596 	noncoding 	-1.19493 	detail 	search 	search
TCONS_00027821 	noncoding 	-1.19467 	detail 	search 	search
TCONS_00232948 	noncoding 	-1.19465 	detail 	search 	search
TCONS_00136350 	noncoding 	-1.19457 	detail 	search 	search
TCONS_00028108 	noncoding 	-1.19451 	detail 	search 	search
TCONS_00057405 	noncoding 	-1.19442 	detail 	search 	search
TCONS_00299498 	noncoding 	-1.19439 	detail 	search 	search
TCONS_00184100 	noncoding 	-1.19437 	detail 	search 	search
TCONS_00080770 	noncoding 	-1.19427 	detail 	search 	search
TCONS_00117807 	noncoding 	-1.19425 	detail 	search 	search
TCONS_00261202 	noncoding 	-1.19425 	detail 	search 	search
TCONS_00227552 	noncoding 	-1.19424 	detail 	search 	search
TCONS_00142126 	noncoding 	-1.19421 	detail 	search 	search
TCONS_00027603 	noncoding 	-1.19419 	detail 	search 	search
TCONS_00075533 	noncoding 	-1.19418 	detail 	search 	search
TCONS_00299395 	noncoding 	-1.19416 	detail 	search 	search
TCONS_00184172 	noncoding 	-1.19412 	detail 	search 	search
TCONS_00276434 	noncoding 	-1.19411 	detail 	search 	search
TCONS_00161210 	noncoding 	-1.19403 	detail 	search 	search
TCONS_00288558 	noncoding 	-1.19403 	detail 	search 	search
TCONS_00261243 	noncoding 	-1.1937 	detail 	search 	search
TCONS_00028019 	noncoding 	-1.19367 	detail 	search 	search
TCONS_00027955 	noncoding 	-1.19359 	detail 	search 	search
TCONS_00191182 	noncoding 	-1.19356 	detail 	search 	search
TCONS_00261095 	noncoding 	-1.19354 	detail 	search 	search
TCONS_00136482 	noncoding 	-1.19346 	detail 	search 	search
TCONS_00027868 	noncoding 	-1.19345 	detail 	search 	search
TCONS_00261589 	noncoding 	-1.19332 	detail 	search 	search
TCONS_00083164 	noncoding 	-1.19326 	detail 	search 	search
TCONS_00075386 	noncoding 	-1.1932 	detail 	search 	search
TCONS_00276520 	noncoding 	-1.1932 	detail 	search 	search
TCONS_00136395 	noncoding 	-1.19319 	detail 	search 	search
TCONS_00261617 	noncoding 	-1.19311 	detail 	search 	search
TCONS_00136437 	noncoding 	-1.19309 	detail 	search 	search
TCONS_00233033 	noncoding 	-1.19295 	detail 	search 	search
TCONS_00183685 	noncoding 	-1.19294 	detail 	search 	search
TCONS_00184350 	noncoding 	-1.19286 	detail 	search 	search
TCONS_00247298 	noncoding 	-1.19271 	detail 	search 	search
TCONS_00039275 	noncoding 	-1.19265 	detail 	search 	search
TCONS_00309133 	noncoding 	-1.19264 	detail 	search 	search
TCONS_00028027 	noncoding 	-1.19256 	detail 	search 	search
TCONS_00247578 	noncoding 	-1.19252 	detail 	search 	search
TCONS_00117869 	noncoding 	-1.19234 	detail 	search 	search
TCONS_00220606 	noncoding 	-1.19226 	detail 	search 	search
TCONS_00057403 	noncoding 	-1.19221 	detail 	search 	search
TCONS_00220635 	noncoding 	-1.19221 	detail 	search 	search
TCONS_00233125 	noncoding 	-1.19221 	detail 	search 	search
TCONS_00276664 	noncoding 	-1.1921 	detail 	search 	search
TCONS_00075549 	noncoding 	-1.19206 	detail 	search 	search
TCONS_00027962 	noncoding 	-1.1919 	detail 	search 	search
TCONS_00080750 	noncoding 	-1.1919 	detail 	search 	search
TCONS_00309103 	noncoding 	-1.19186 	detail 	search 	search
TCONS_00027558 	noncoding 	-1.19168 	detail 	search 	search
TCONS_00299581 	noncoding 	-1.19166 	detail 	search 	search
TCONS_00288384 	noncoding 	-1.19158 	detail 	search 	search
TCONS_00220727 	noncoding 	-1.19151 	detail 	search 	search
TCONS_00279966 	noncoding 	-1.19147 	detail 	search 	search
TCONS_00207468 	noncoding 	-1.19146 	detail 	search 	search
TCONS_00103681 	noncoding 	-1.19145 	detail 	search 	search
TCONS_00184163 	noncoding 	-1.1913 	detail 	search 	search
TCONS_00183748 	noncoding 	-1.19124 	detail 	search 	search
TCONS_00092368 	noncoding 	-1.19122 	detail 	search 	search
TCONS_00247419 	noncoding 	-1.19118 	detail 	search 	search
TCONS_00247497 	noncoding 	-1.19118 	detail 	search 	search
TCONS_00261177 	noncoding 	-1.19099 	detail 	search 	search
TCONS_00092439 	noncoding 	-1.19089 	detail 	search 	search
TCONS_00080864 	noncoding 	-1.19085 	detail 	search 	search
TCONS_00261123 	noncoding 	-1.19059 	detail 	search 	search
TCONS_00233203 	noncoding 	-1.19048 	detail 	search 	search
TCONS_00080805 	noncoding 	-1.19038 	detail 	search 	search
TCONS_00080947 	noncoding 	-1.19038 	detail 	search 	search
TCONS_00184389 	noncoding 	-1.19035 	detail 	search 	search
TCONS_00309135 	noncoding 	-1.19014 	detail 	search 	search
TCONS_00039122 	noncoding 	-1.19011 	detail 	search 	search
TCONS_00183674 	noncoding 	-1.19 	detail 	search 	search
TCONS_00288403 	noncoding 	-1.18995 	detail 	search 	search
TCONS_00220482 	noncoding 	-1.1899 	detail 	search 	search
TCONS_00039099 	noncoding 	-1.18977 	detail 	search 	search
TCONS_00299379 	noncoding 	-1.18977 	detail 	search 	search
TCONS_00299603 	noncoding 	-1.18973 	detail 	search 	search
TCONS_00036891 	noncoding 	-1.1897 	detail 	search 	search
TCONS_00288365 	noncoding 	-1.18961 	detail 	search 	search
TCONS_00247519 	noncoding 	-1.18951 	detail 	search 	search
TCONS_00039126 	noncoding 	-1.18949 	detail 	search 	search
TCONS_00275660 	noncoding 	-1.18948 	detail 	search 	search
TCONS_00027642 	noncoding 	-1.18946 	detail 	search 	search
TCONS_00288530 	noncoding 	-1.18942 	detail 	search 	search
TCONS_00038987 	noncoding 	-1.18938 	detail 	search 	search
TCONS_00027872 	noncoding 	-1.18933 	detail 	search 	search
TCONS_00184091 	noncoding 	-1.1893 	detail 	search 	search
TCONS_00142128 	noncoding 	-1.18922 	detail 	search 	search
TCONS_00165060 	noncoding 	-1.18917 	detail 	search 	search
TCONS_00057420 	noncoding 	-1.18903 	detail 	search 	search
TCONS_00092431 	noncoding 	-1.18901 	detail 	search 	search
TCONS_00309047 	noncoding 	-1.18901 	detail 	search 	search
TCONS_00288455 	noncoding 	-1.18875 	detail 	search 	search
TCONS_00261106 	noncoding 	-1.18873 	detail 	search 	search
TCONS_00247538 	noncoding 	-1.18868 	detail 	search 	search
TCONS_00247471 	noncoding 	-1.18864 	detail 	search 	search
TCONS_00288408 	noncoding 	-1.18863 	detail 	search 	search
TCONS_00184135 	noncoding 	-1.18861 	detail 	search 	search
TCONS_00220856 	noncoding 	-1.18856 	detail 	search 	search
TCONS_00057588 	noncoding 	-1.18842 	detail 	search 	search
TCONS_00092425 	noncoding 	-1.18841 	detail 	search 	search
TCONS_00288466 	noncoding 	-1.1883 	detail 	search 	search
TCONS_00288551 	noncoding 	-1.18827 	detail 	search 	search
TCONS_00057410 	noncoding 	-1.18821 	detail 	search 	search
TCONS_00080818 	noncoding 	-1.18806 	detail 	search 	search
TCONS_00247524 	noncoding 	-1.18801 	detail 	search 	search
TCONS_00077384 	noncoding 	-1.18796 	detail 	search 	search
TCONS_00220771 	noncoding 	-1.18793 	detail 	search 	search
TCONS_00288509 	noncoding 	-1.1879 	detail 	search 	search
TCONS_00191186 	noncoding 	-1.18789 	detail 	search 	search
TCONS_00309122 	noncoding 	-1.18769 	detail 	search 	search
TCONS_00310292 	noncoding 	-1.18757 	detail 	search 	search
TCONS_00027996 	noncoding 	-1.18753 	detail 	search 	search
TCONS_00232929 	noncoding 	-1.18749 	detail 	search 	search
TCONS_00261562 	noncoding 	-1.18749 	detail 	search 	search
TCONS_00201837 	noncoding 	-1.18748 	detail 	search 	search
TCONS_00308988 	noncoding 	-1.18745 	detail 	search 	search
TCONS_00136461 	noncoding 	-1.18732 	detail 	search 	search
TCONS_00253016 	noncoding 	-1.18729 	detail 	search 	search
TCONS_00184040 	noncoding 	-1.18722 	detail 	search 	search
TCONS_00309111 	noncoding 	-1.18709 	detail 	search 	search
TCONS_00136476 	noncoding 	-1.18677 	detail 	search 	search
TCONS_00276507 	noncoding 	-1.18664 	detail 	search 	search
TCONS_00270613 	noncoding 	-1.18653 	detail 	search 	search
TCONS_00027784 	noncoding 	-1.1864 	detail 	search 	search
TCONS_00232944 	noncoding 	-1.18634 	detail 	search 	search
TCONS_00247314 	noncoding 	-1.18631 	detail 	search 	search
TCONS_00080790 	noncoding 	-1.1863 	detail 	search 	search
TCONS_00247303 	noncoding 	-1.18609 	detail 	search 	search
TCONS_00299389 	noncoding 	-1.18603 	detail 	search 	search
TCONS_00299645 	noncoding 	-1.18592 	detail 	search 	search
TCONS_00288628 	noncoding 	-1.18568 	detail 	search 	search
TCONS_00117907 	noncoding 	-1.18564 	detail 	search 	search
TCONS_00039086 	noncoding 	-1.18556 	detail 	search 	search
TCONS_00233075 	noncoding 	-1.18555 	detail 	search 	search
TCONS_00233229 	noncoding 	-1.18555 	detail 	search 	search
TCONS_00220708 	noncoding 	-1.18548 	detail 	search 	search
TCONS_00233165 	noncoding 	-1.18528 	detail 	search 	search
TCONS_00285508 	noncoding 	-1.18523 	detail 	search 	search
TCONS_00261577 	noncoding 	-1.18519 	detail 	search 	search
TCONS_00261371 	noncoding 	-1.18513 	detail 	search 	search
TCONS_00253015 	noncoding 	-1.18496 	detail 	search 	search
TCONS_00194919 	noncoding 	-1.18488 	detail 	search 	search
TCONS_00220706 	noncoding 	-1.18488 	detail 	search 	search
TCONS_00261620 	noncoding 	-1.18488 	detail 	search 	search
TCONS_00261699 	noncoding 	-1.18484 	detail 	search 	search
TCONS_00288543 	noncoding 	-1.18484 	detail 	search 	search
TCONS_00220776 	noncoding 	-1.18483 	detail 	search 	search
TCONS_00232997 	noncoding 	-1.18469 	detail 	search 	search
TCONS_00191140 	noncoding 	-1.18464 	detail 	search 	search
TCONS_00103582 	noncoding 	-1.18462 	detail 	search 	search
TCONS_00184288 	noncoding 	-1.18462 	detail 	search 	search
TCONS_00103587 	noncoding 	-1.18459 	detail 	search 	search
TCONS_00261269 	noncoding 	-1.18458 	detail 	search 	search
TCONS_00220544 	noncoding 	-1.18451 	detail 	search 	search
TCONS_00080804 	noncoding 	-1.18445 	detail 	search 	search
TCONS_00080901 	noncoding 	-1.18443 	detail 	search 	search
TCONS_00027737 	noncoding 	-1.18438 	detail 	search 	search
TCONS_00183712 	noncoding 	-1.1843 	detail 	search 	search
TCONS_00299462 	noncoding 	-1.18428 	detail 	search 	search
TCONS_00057569 	noncoding 	-1.18421 	detail 	search 	search
TCONS_00183728 	noncoding 	-1.18421 	detail 	search 	search
TCONS_00308985 	noncoding 	-1.18419 	detail 	search 	search
TCONS_00018897 	noncoding 	-1.18405 	detail 	search 	search
TCONS_00142150 	noncoding 	-1.18399 	detail 	search 	search
TCONS_00183918 	noncoding 	-1.18396 	detail 	search 	search
TCONS_00288353 	noncoding 	-1.18395 	detail 	search 	search
TCONS_00039007 	noncoding 	-1.18384 	detail 	search 	search
TCONS_00027714 	noncoding 	-1.18371 	detail 	search 	search
TCONS_00310289 	noncoding 	-1.18368 	detail 	search 	search
TCONS_00309139 	noncoding 	-1.1836 	detail 	search 	search
TCONS_00057449 	noncoding 	-1.18356 	detail 	search 	search
TCONS_00080936 	noncoding 	-1.18345 	detail 	search 	search
TCONS_00184113 	noncoding 	-1.18338 	detail 	search 	search
TCONS_00057549 	noncoding 	-1.18326 	detail 	search 	search
TCONS_00092445 	noncoding 	-1.18322 	detail 	search 	search
TCONS_00075365 	noncoding 	-1.18317 	detail 	search 	search
TCONS_00184116 	noncoding 	-1.18309 	detail 	search 	search
TCONS_00039278 	noncoding 	-1.18292 	detail 	search 	search
TCONS_00233052 	noncoding 	-1.1829 	detail 	search 	search
TCONS_00039024 	noncoding 	-1.18282 	detail 	search 	search
TCONS_00027781 	noncoding 	-1.18267 	detail 	search 	search
TCONS_00247511 	noncoding 	-1.18262 	detail 	search 	search
TCONS_00136374 	noncoding 	-1.18261 	detail 	search 	search
TCONS_00233135 	noncoding 	-1.18259 	detail 	search 	search
TCONS_00184098 	noncoding 	-1.18258 	detail 	search 	search
TCONS_00075498 	noncoding 	-1.18242 	detail 	search 	search
TCONS_00261470 	noncoding 	-1.18236 	detail 	search 	search
TCONS_00233105 	noncoding 	-1.18234 	detail 	search 	search
TCONS_00299610 	noncoding 	-1.18225 	detail 	search 	search
TCONS_00027580 	noncoding 	-1.18222 	detail 	search 	search
TCONS_00075475 	noncoding 	-1.1822 	detail 	search 	search
TCONS_00276659 	noncoding 	-1.1822 	detail 	search 	search
TCONS_00232971 	noncoding 	-1.18218 	detail 	search 	search
TCONS_00247327 	noncoding 	-1.18218 	detail 	search 	search
TCONS_00136362 	noncoding 	-1.18216 	detail 	search 	search
TCONS_00261461 	noncoding 	-1.18216 	detail 	search 	search
TCONS_00039155 	noncoding 	-1.18215 	detail 	search 	search
TCONS_00247416 	noncoding 	-1.18202 	detail 	search 	search
TCONS_00184335 	noncoding 	-1.18197 	detail 	search 	search
TCONS_00261100 	noncoding 	-1.18192 	detail 	search 	search
TCONS_00027618 	noncoding 	-1.18191 	detail 	search 	search
TCONS_00233124 	noncoding 	-1.18191 	detail 	search 	search
TCONS_00038977 	noncoding 	-1.18185 	detail 	search 	search
TCONS_00142100 	noncoding 	-1.18171 	detail 	search 	search
TCONS_00276662 	noncoding 	-1.18169 	detail 	search 	search
TCONS_00201846 	noncoding 	-1.1816 	detail 	search 	search
TCONS_00092340 	noncoding 	-1.1815 	detail 	search 	search
TCONS_00261304 	noncoding 	-1.18149 	detail 	search 	search
TCONS_00103648 	noncoding 	-1.18146 	detail 	search 	search
TCONS_00092336 	noncoding 	-1.18145 	detail 	search 	search
TCONS_00220747 	noncoding 	-1.18144 	detail 	search 	search
TCONS_00080761 	noncoding 	-1.18143 	detail 	search 	search
TCONS_00261337 	noncoding 	-1.18143 	detail 	search 	search
TCONS_00007880 	noncoding 	-1.18137 	detail 	search 	search
TCONS_00288379 	noncoding 	-1.18121 	detail 	search 	search
TCONS_00261378 	noncoding 	-1.18116 	detail 	search 	search
TCONS_00247568 	noncoding 	-1.18115 	detail 	search 	search
TCONS_00080887 	noncoding 	-1.18102 	detail 	search 	search
TCONS_00220723 	noncoding 	-1.18095 	detail 	search 	search
TCONS_00288506 	noncoding 	-1.18086 	detail 	search 	search
TCONS_00184364 	noncoding 	-1.1808 	detail 	search 	search
TCONS_00247507 	noncoding 	-1.18078 	detail 	search 	search
TCONS_00027608 	noncoding 	-1.18075 	detail 	search 	search
TCONS_00039035 	noncoding 	-1.18074 	detail 	search 	search
TCONS_00232992 	noncoding 	-1.18072 	detail 	search 	search
TCONS_00184313 	noncoding 	-1.18065 	detail 	search 	search
TCONS_00023433 	noncoding 	-1.18064 	detail 	search 	search
TCONS_00184310 	noncoding 	-1.18052 	detail 	search 	search
TCONS_00183965 	noncoding 	-1.1805 	detail 	search 	search
TCONS_00103683 	noncoding 	-1.18046 	detail 	search 	search
TCONS_00039080 	noncoding 	-1.18041 	detail 	search 	search
TCONS_00288326 	noncoding 	-1.18039 	detail 	search 	search
TCONS_00183854 	noncoding 	-1.18035 	detail 	search 	search
TCONS_00039248 	noncoding 	-1.18033 	detail 	search 	search
TCONS_00288431 	noncoding 	-1.18029 	detail 	search 	search
TCONS_00080956 	noncoding 	-1.18023 	detail 	search 	search
TCONS_00180862 	noncoding 	-1.18021 	detail 	search 	search
TCONS_00183967 	noncoding 	-1.1801 	detail 	search 	search
TCONS_00309147 	noncoding 	-1.17989 	detail 	search 	search
TCONS_00234571 	noncoding 	-1.17984 	detail 	search 	search
TCONS_00161182 	noncoding 	-1.17975 	detail 	search 	search
TCONS_00261195 	noncoding 	-1.17971 	detail 	search 	search
